y,x,x1,x2,x3,x4,x5,x6,x7,x8
6.3,12626905,20000000,115,214,106,0,John Hillcoat,Action|Crime|Drama|Thriller,Triple 9
7.4,10569071,20000000,96,104,131,0,Woody Allen,Comedy,Deconstructing Harry 
6.1,10544143,20000000,98,81,121,311,Damon Santostefano,Comedy|Romance,Three to Tango 
6.6,13650738,20000000,101,175,129,25000,John Wells,Comedy|Drama,Burnt 
6.0,10555348,20000000,106,20,42,855,Neil Jordan,Comedy|Crime,We're No Angels 
6.8,9714482,20000000,101,69,140,0,Woody Allen,Comedy|Musical|Romance,Everyone Says I Love You 
7.4,8579684,9000000,87,168,199,0,Frank Oz,Comedy,Death at a Funeral 
6.8,9525276,20000000,111,166,299,0,James Wan,Action|Crime|Thriller,Death Sentence 
7.2,8855646,21000000,99,160,117,10000,Kirk Jones,Adventure|Drama,Everybody's Fine 
1.9,9109322,20000000,88,32,129,0,Bob Clark,Comedy|Family|Sci-Fi,Superbabies: Baby Geniuses 2
5.5,8326035,33000000,83,72,76,676,Les Mayfield,Action|Comedy|Crime,The Man 
4.5,8104069,20000000,91,53,26,233,Les Mayfield,Action|Comedy|Crime,Code Name: The Cleaner 
6.3,8054280,20000000,108,76,117,924,Michael Lembeck,Comedy|Crime|Music,Connie and Carla 
6.7,8093318,20000000,148,401,242,18000,Paul Thomas Anderson,Comedy|Crime|Drama|Mystery|Romance,Inherent Vice 
2.8,7382993,20000000,77,31,114,346,Dave Borthwick,Adventure|Animation|Comedy|Family|Fantasy,Doogal 
5.0,8888355,20000000,110,65,25,0,Benson Lee,Drama|Music,Battle of the Year 
4.3,7001720,12000000,83,45,205,797,David Zucker,Comedy|Fantasy,An American Carol 
5.6,7268659,20000000,107,260,164,48000,Robert Rodriguez,Action|Comedy|Crime|Thriller,Machete Kills 
6.2,6852144,22000000,100,129,213,0,Glen Morgan,Drama|Horror|Sci-Fi|Thriller,Willard 
5.3,6563357,20000000,87,58,120,847,Fred Wolf,Adventure|Comedy,Strange Wilderness 
7.4,6201757,10000000,154,103,202,608,Mike Leigh,Biography|Comedy|Drama|History|Music|Musical,Topsy-Turvy 
7.4,6420319,20000000,106,45,122,15000,Alejandro Monteverde,Drama|War,Little Boy 
6.5,5702083,15000000,99,345,190,36000,David Cronenberg,Biography|Drama|Thriller,A Dangerous Method 
7.1,5480996,8700000,100,232,293,0,Richard Linklater,Animation|Drama|Mystery|Sci-Fi|Thriller,A Scanner Darkly 
7.2,6002756,20000000,116,116,75,13000,Michael Apted,Biography|Drama|Sport,Chasing Mavericks 
2.3,5132655,20000000,94,148,521,1000,Uwe Boll,Horror|Sci-Fi,Alone in the Dark 
6.4,5205343,20000000,111,79,39,1000,Todd Graff,Comedy|Drama|Family|Music|Romance,Bandslam 
6.1,5005883,20000000,100,167,361,0,Jonathan Glazer,Drama|Mystery|Romance|Thriller,Birth 
7.0,5749134,20000000,125,350,180,0,J.C. Chandor,Action|Crime|Drama|Thriller,A Most Violent Year 
7.0,4234040,20000000,119,99,45,0,Marc Abraham,Biography|Drama,Flash of Genius 
7.0,4001121,20000000,135,231,230,0,Todd Haynes,Biography|Drama|Music,I'm Not There. 
4.9,3749061,20000000,93,119,113,0,Mabrouk El Mechri,Action|Thriller,The Cold Light of Day 
6.9,3519627,20000000,114,182,105,0,Rian Johnson,Adventure|Comedy|Drama|Romance,The Brothers Bloom 
7.5,3081925,21000000,124,245,274,13000,Charlie Kaufman,Comedy|Drama|Romance,"Synecdoche, New York "
8.4,2298191,2400000000,134,174,570,11000,Hayao Miyazaki,Adventure|Animation|Fantasy,Princess Mononoke 
6.9,2353728,20000000,114,69,53,235,Jean-Paul Rappeneau,Comedy|Drama|Mystery|Romance|Thriller|War,Bon voyage 
4.5,2000000,20000000,124,26,74,1000,Nancy Walker,Biography|Comedy|Musical,Can't Stop the Music 
7.4,1900725,2000000,104,168,232,0,John Hillcoat,Crime|Drama|Western,The Proposition 
7.0,2246000,20000000,118,27,20,0,Angelo Pizzo,Biography|Drama|Sport,Courage 
2.8,1646664,20000000,80,28,66,241,Richard Benjamin,Comedy|Music,Marci X 
7.5,1190018,20000000,107,146,1137,20000,Kurt Wimmer,Action|Drama|Sci-Fi|Thriller,Equilibrium 
7.1,1027749,40000000,125,67,33,1000,Roger Spottiswoode,Drama|War,The Children of Huang Shi 
6.4,882710,24000000,115,93,138,401,James Gray,Crime|Drama|Romance|Thriller,The Yards 
6.7,1064277,20000000,88,28,83,831,Matthew Diamond,Adventure|Family|Fantasy|Musical,The Oogieloves in the Big Balloon Adventure 
5.3,531009,10000000,122,131,61,0,Angelina Jolie Pitt,Drama|Romance,By the Sea 
6.9,410388,2127519898,103,105,79,973,Katsuhiro Ôtomo,Action|Adventure|Animation|Family|Sci-Fi|Thriller,Steamboy 
6.2,375474,20000000,101,21,46,445,David Anspaugh,Drama|History|Sport,The Game of Their Lives 
6.4,305070,20000000,107,9,25,399,Kevin Reynolds,Action|Adventure|Drama|History|Romance,Rapa Nui 
6.0,146072,140000000,118,8,16,136,Jean-Marie Poiré,Comedy|Family|Fantasy|Sci-Fi,Les couloirs du temps: Les visiteurs II 
5.1,1183354,20000000,107,138,75,0,Kevin Munroe,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Dylan Dog: Dead of Night 
5.5,121972,22000000,100,42,81,217,Daniel Algrant,Crime|Drama|Mystery,People I Know 
5.4,263365,20000000,110,92,36,0,Julie Taymor,Comedy|Drama|Fantasy|Romance,The Tempest 
7.5,8047690,19400000,125,143,220,0,John Curran,Drama|Romance,The Painted Veil 
7.4,476270,20000000,184,160,110,0,Uli Edel,Action|Biography|Crime|Drama,The Baader Meinhof Complex 
8.0,184208848,22000000,236,92,382,0,Kevin Costner,Adventure|Drama|Western,Dances with Wolves 
5.7,100292856,20000000,97,286,296,16000,Jake Kasdan,Comedy,Bad Teacher 
6.8,58571513,19000000,113,43,112,0,Harold Becker,Crime|Drama|Mystery|Thriller,Sea of Love 
5.9,51431160,20000000,95,69,232,0,Mark Rosman,Comedy|Family|Romance,A Cinderella Story 
7.2,103001286,15000000,103,242,869,11000,Wes Craven,Horror|Mystery,Scream 
5.5,41867960,20000000,91,149,478,0,Steve Beck,Horror,Thir13en Ghosts
8.5,210609762,19000000,116,198,809,39000,Robert Zemeckis,Adventure|Comedy|Sci-Fi,Back to the Future 
5.6,40846082,19000000,93,147,536,0,William Malone,Horror|Mystery|Thriller,House on Haunted Hill 
4.1,51697449,13000000,113,36,59,1000,Tyler Perry,Comedy|Drama,I Can Do Bad All by Myself 
6.1,27758465,19000000,101,181,120,0,Josh Gordon,Comedy|Drama|Romance,The Switch 
5.4,56127162,18000000,95,97,205,0,Shawn Levy,Comedy|Romance,Just Married 
7.1,1357042,15000000,109,167,125,14000,Lee Tamahori,Biography|Drama|Thriller,The Devil's Double 
3.6,15911333,19000000,85,47,119,663,Britt Allcroft,Adventure|Comedy|Drama|Family|Fantasy,Thomas and the Magic Railroad 
6.5,39103378,20000000,101,308,251,0,Breck Eisner,Horror|Thriller,The Crazies 
8.6,10049886,19000000,125,246,902,28000,Hayao Miyazaki,Adventure|Animation|Family|Fantasy,Spirited Away 
7.0,8600000,25000000,132,29,95,1000,Roger Donaldson,Action|Adventure|Drama|History|Romance,The Bounty 
7.6,21483154,19000000,131,252,236,53000,Brian Percival,Drama|War,The Book Thief 
6.5,8396942,19000000,129,102,103,0,Sean Anders,Adventure|Comedy|Romance,Sex Drive 
6.4,12561,19000000,100,134,181,13000,Anand Tucker,Comedy|Romance,Leap Year 
6.3,6923891,23000000,97,136,83,0,Michael Dowse,Comedy|Drama|Romance,Take Me Home Tonight 
5.7,2119994,19000000,92,10,15,238,Emile Ardolino,Family|Fantasy|Music,The Nutcracker 
6.3,1292527,19000000,116,31,44,228,Robert Altman,Crime|Drama|Music|Thriller,Kansas City 
6.0,64255243,19000000,90,220,518,0,Andrew Douglas,Drama|Horror|Mystery|Thriller,The Amityville Horror 
7.7,22245861,19000000,81,241,710,0,Spike Jonze,Comedy|Drama,Adaptation. 
6.2,20433940,15000000,97,252,662,0,George A. Romero,Horror,Land of the Dead 
7.7,10562387,18500000,118,156,648,15000,Terry Gilliam,Adventure|Comedy|Drama,Fear and Loathing in Las Vegas 
6.4,18439082,18500000,100,192,287,13000,Ricky Gervais,Comedy|Fantasy|Romance,The Invention of Lying 
6.4,150056505,18000000,97,351,397,21000,Nicholas Stoller,Comedy,Neighbors 
6.9,119938730,18000000,114,57,213,0,Chuck Russell,Action|Comedy|Crime|Fantasy,The Mask 
7.3,114968774,18000000,130,99,204,0,Penny Marshall,Comedy|Drama|Family|Fantasy|Romance,Big 
7.3,128505958,18000000,82,343,1198,0,Larry Charles,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan 
6.2,95001351,18000000,96,163,548,0,Robert Luketic,Comedy|Romance,Legally Blonde 
6.6,76400000,17000000,105,110,192,0,Leonard Nimoy,Action|Adventure|Sci-Fi,Star Trek III: The Search for Spock 
6.7,75072454,20000000,122,233,522,0,Scott Derrickson,Drama|Horror|Thriller,The Exorcism of Emily Rose 
5.7,65535067,17000000,88,91,202,0,Mike Mitchell,Comedy|Romance,Deuce Bigalow: Male Gigolo 
3.1,13998282,16000000,110,169,374,31000,Vic Armstrong,Action|Drama|Fantasy|Mystery|Thriller,Left Behind 
6.3,6061759,17000000,103,142,475,0,Thomas Bezucha,Comedy|Drama|Romance,The Family Stone 
5.7,64955956,18000000,106,50,69,265,Kevin Rodney Sullivan,Comedy|Drama,Barbershop 2: Back in Business
7.1,60057639,18000000,98,195,485,10000,Terry Zwigoff,Comedy|Crime|Drama,Bad Santa 
7.0,53868030,17000000,68,129,425,0,Jay Roach,Comedy|Crime,Austin Powers: International Man of Mystery 
6.1,59573085,18000000,94,156,103,19000,Kirk Jones,Comedy|Family|Romance,My Big Fat Greek Wedding 2
6.6,52691009,21000000,99,103,45,0,David Bowers,Comedy|Family,Diary of a Wimpy Kid: Rodrick Rules 
7.8,59735548,15000000,107,217,629,13000,John McTiernan,Action|Horror|Sci-Fi,Predator 
8.3,51600000,18000000,180,134,549,16000,Milos Forman,Biography|Drama|History|Music,Amadeus 
3.9,43818159,20000000,89,146,260,1000,Nelson McCormick,Horror|Mystery,Prom Night 
7.0,86049418,17000000,97,159,554,0,Mark Waters,Comedy,Mean Girls 
6.7,43601508,18000000,113,111,317,0,Audrey Wells,Comedy|Drama|Romance,Under the Tuscan Sun 
7.3,41300105,19800000,131,187,651,0,Robert Altman,Drama|Mystery,Gosford Park 
6.3,41382841,18000000,103,44,96,0,Francis Ford Coppola,Comedy|Drama|Fantasy|Romance,Peggy Sue Got Married 
7.8,42335698,18000000,119,588,1101,114000,Alejandro G. Iñárritu,Comedy|Drama|Romance,Birdman or (The Unexpected Virtue of Ignorance) 
7.3,33404871,18000000,98,415,384,36000,Woody Allen,Drama,Blue Jasmine 
7.6,31471430,15000000,111,279,828,0,Paul Greengrass,Drama|History|Thriller,United 93
5.3,30222640,25000000,94,97,144,0,Bille Woodruff,Drama|Music|Romance,Honey 
7.9,26830000,18000000,122,60,365,0,Edward Zwick,Drama|History|War,Glory 
5.3,26906039,18000000,81,27,76,588,Rick Friedberg,Action|Comedy,Spy Hard 
6.8,21378000,1000000,89,212,335,7000,John Carpenter,Fantasy|Horror,The Fog 
7.1,43853424,18000000,106,110,114,15000,Sean McNamara,Biography|Drama|Family|Sport,Soul Surfer 
5.8,23993605,18000000,86,190,248,0,Jody Hill,Comedy|Crime|Drama,Observe and Report 
5.8,26400000,18000000,103,77,109,2000,Richard Fleischer,Action|Adventure|Fantasy,Conan the Destroyer 
8.3,45250,18000000,121,151,494,0,Martin Scorsese,Biography|Drama|Sport,Raging Bull 
5.6,22927390,18000000,109,111,77,0,Brandon Camp,Drama|Romance,Love Happens 
6.8,4250320,18000000,109,64,86,0,Barry Levinson,Adventure|Fantasy|Mystery|Thriller,Young Sherlock Holmes 
5.0,22452209,18000000,123,134,82,0,Kevin Tancharoen,Comedy|Drama|Musical|Romance,Fame 
7.6,18329466,18000000,94,450,440,63000,Danny Boyle,Adventure|Biography|Drama|Thriller,127 Hours
6.7,17071230,18000000,94,128,192,812,Woody Allen,Comedy|Crime,Small Time Crooks 
6.7,17174870,18000000,115,68,210,0,Nicholas Hytner,Drama|Music|Romance,Center Stage 
5.7,26284475,17000000,107,97,68,0,Jessie Nelson,Comedy,Love the Coopers 
5.2,16702864,18000000,91,54,49,591,Bart Freundlich,Comedy|Crime,Catch That Kid 
7.5,15561627,18000000,125,99,359,0,Irwin Winkler,Drama,Life as a House 
7.2,17750583,30000000,122,412,307,23000,Danny Boyle,Biography|Drama,Steve Jobs 
5.3,14793904,18000000,102,107,80,0,Chris Columbus,Comedy|Romance,"I Love You, Beth Cooper "
6.5,15281286,18000000,90,192,105,0,Miguel Arteta,Comedy|Drama|Romance,Youth in Revolt 
5.0,8000000,18000000,98,25,41,346,William A. Fraker,Action|Adventure|Western,The Legend of the Lone Ranger 
6.1,13491653,18000000,109,104,213,813,John Boorman,Drama|Thriller,The Tailor of Panama 
4.4,10494494,18000000,90,146,109,4000,Courtney Solomon,Action|Crime|Thriller,Getaway 
7.5,7837632,18000000,112,124,287,0,Ang Lee,Drama,The Ice Storm 
5.7,15155772,18000000,94,107,48,3000,Rob Reiner,Comedy|Drama|Romance,And So It Goes 
5.5,8508843,18000000,105,11,35,0,Jeff Kanew,Adventure|Comedy,Troop Beverly Hills 
7.1,7739049,18000000,104,93,112,562,István Szabó,Comedy|Drama|Romance,Being Julia 
5.9,6734844,17000000,112,38,118,0,Adrian Lyne,Drama|Romance,9½ Weeks
6.7,6000000,18000000,108,60,102,0,Matthew Robbins,Action|Adventure|Fantasy,Dragonslayer 
7.0,6615578,13000000,112,184,82,0,Michael Hoffman,Biography|Drama|Romance,The Last Station 
7.9,5887457,18000000,127,148,420,0,Tim Burton,Biography|Comedy|Drama,Ed Wood 
6.9,13362308,18000000,111,217,111,0,Jason Reitman,Drama,Labor Day 
7.3,5701643,20000000,126,160,165,0,Sergey Bodrov,Adventure|Biography|Drama|History|War,Mongol: The Rise of Genghis Khan 
7.3,5694401,18000000,114,209,192,12000,Guy Ritchie,Action|Crime|Thriller,RocknRolla 
3.5,5333658,20000000,99,40,54,0,Hal Needham,Action|Sci-Fi,Megaforce 
7.8,4414535,18000000,150,85,224,0,Kenneth Branagh,Drama,Hamlet 
6.7,3707794,18000000,112,263,156,0,Jeff Nichols,Adventure|Drama|Sci-Fi|Thriller,Midnight Special 
6.4,3203044,18000000,108,128,155,827,Woody Allen,Comedy|Romance,Anything Else 
7.1,4435083,18000000,116,186,119,18000,Jonathan Teplitzky,Biography|Drama|Romance|War,The Railway Man 
7.8,2222647,12000000,144,292,193,0,Michael Haneke,Drama|Mystery,The White Ribbon 
5.9,3500000,2700000,93,70,100,0,Mike Marvin,Action|Horror|Romance|Sci-Fi|Thriller,The Wraith 
7.2,676698,18000000,103,79,180,2000,D.J. Caruso,Crime|Drama|Mystery|Thriller,The Salton Sea 
6.2,229311,11350000,121,10,42,271,Lance Hool,Action|Drama|History|Romance|War|Western,One Man's Hero 
6.7,63260,14000000,105,112,90,0,Christian Volckman,Action|Animation|Sci-Fi|Thriller,Renaissance 
7.6,121463226,20000000,119,256,555,0,Greg Mottola,Comedy,Superbad 
6.2,58006147,23000000,98,97,108,0,Jon M. Chu,Drama|Music|Musical|Romance,Step Up 2: The Streets
6.5,51053787,17500000,80,142,247,0,Cory Edwards,Action|Animation|Comedy|Crime|Family,Hoodwinked! 
8.1,23472900,17500000,121,187,609,12000,Terry George,Drama|History|War,Hotel Rwanda 
6.3,39687528,24000000,94,193,376,0,Xavier Gens,Action|Crime|Drama|Thriller,Hitman 
4.4,7017178,17500000,93,40,17,0,Kasi Lemmons,Drama|Family|Music|Musical,Black Nativity 
6.0,325491,17500000,116,38,67,204,Matt Dillon,Crime|Drama|Thriller,City of Ghosts 
7.6,96471845,17000000,101,239,1109,20000,Alejandro Amenábar,Fantasy|Horror|Thriller,The Others 
8.4,85200000,18500000,154,250,1076,18000,James Cameron,Action|Adventure|Sci-Fi,Aliens 
7.9,72000000,17000000,170,82,258,0,George Cukor,Drama|Family|Musical|Romance,My Fair Lady 
5.6,72219395,17000000,99,140,419,0,Jim Gillespie,Horror|Mystery|Thriller,I Know What You Did Last Summer 
6.5,82389560,17000000,104,129,147,14000,Luke Greenfield,Comedy,Let's Be Cops 
7.5,71502303,12000000,126,285,835,0,Alexander Payne,Adventure|Comedy|Drama|Romance,Sideways 
6.3,19179969,17500000,110,91,177,0,Jay Chandrasekhar,Comedy,Beerfest 
7.9,47000000,300000,101,318,1191,12000,John Carpenter,Horror|Thriller,Halloween 
7.9,84961,31000000,80,283,841,0,Yimou Zhang,Action|Adventure|History,Hero 
5.1,37566230,17000000,87,52,48,309,John Hoffman,Comedy|Drama|Family|Fantasy|Sci-Fi,Good Boy! 
6.7,70492685,17000000,123,56,64,7000,Malcolm D. Lee,Comedy|Drama,The Best Man Holiday 
6.7,35635046,17000000,109,186,482,3000,Joe Carnahan,Action|Crime|Drama|Thriller,Smokin' Aces 
5.6,45670855,20000000,90,178,279,12000,Kevin Greutert,Horror|Mystery,Saw 3D: The Final Chapter
5.6,37939782,17000000,96,140,207,2000,Michael Lehmann,Comedy|Romance,40 Days and 40 Nights
6.8,172051787,170000000,125,469,665,30000,Joseph Kosinski,Action|Adventure|Sci-Fi,TRON: Legacy 
6.2,30324946,17000000,82,63,239,0,John Fortenberry,Comedy|Music|Romance,A Night at the Roxbury 
5.6,27854896,17000000,86,148,129,16000,Daniel Barnz,Drama|Fantasy|Romance,Beastly 
6.4,41777564,15000000,108,265,855,0,Alexandre Aja,Horror,The Hills Have Eyes 
5.6,22734486,17000000,98,75,117,320,Sam Weisman,Comedy,Dickie Roberts: Former Child Star 
7.4,44469602,17000000,129,113,83,21000,Niki Caro,Biography|Drama|Sport,"McFarland, USA "
7.2,64998368,17000000,112,223,250,36000,Jason Moore,Comedy|Music|Romance,Pitch Perfect 
4.9,19693891,34000000,108,50,107,476,Michael Tollin,Comedy|Drama|Romance|Sport,Summer Catch 
7.5,16311763,17000000,121,125,416,0,Sam Raimi,Crime|Drama|Thriller,A Simple Plan 
4.8,12693621,17000000,89,81,271,814,Robert Harmon,Horror|Mystery|Thriller,They 
3.1,15655665,4000000,89,37,112,110,Trent Cooper,Comedy|Romance,Larry the Cable Guy: Health Inspector 
5.8,11634458,17000000,73,44,37,339,Gary Halvorson,Adventure|Comedy|Family|Fantasy|Musical,The Adventures of Elmo in Grouchland 
6.7,27154426,17000000,132,197,138,4000,Antoine Fuqua,Crime|Drama|Thriller,Brooklyn's Finest 
6.5,54239856,17000000,96,543,789,70000,Fede Alvarez,Horror,Evil Dead 
5.9,8662318,17000000,98,112,75,0,Donald Petrie,Comedy|Romance,My Life in Ruins 
5.5,7156725,19000000,107,153,217,300,Paul Weitz,Comedy|Music,American Dreamz 
3.6,15681020,17000000,134,94,259,1000,Sidney J. Furie,Action|Adventure|Family|Sci-Fi,Superman IV: The Quest for Peace 
7.4,6855137,17000000,122,157,419,0,Wayne Kramer,Action|Crime|Drama|Thriller,Running Scared 
3.0,2315683,17000000,97,21,28,154,Jim Goddard,Adventure|Crime|Drama|Romance,Shanghai Surprise 
7.6,39825798,16000000,110,236,645,15000,Neil Burger,Drama|Mystery|Romance|Thriller,The Illusionist 
6.4,2000000,17000000,102,50,27,0,Noel Marshall,Adventure|Horror|Thriller,Roar 
6.9,1569918,17000000,98,106,113,0,Joel Schumacher,Biography|Crime|Drama|Thriller,Veronica Guerin 
6.6,106869,17000000,120,106,39,0,Andrea Di Stefano,Crime|Drama|Romance|Thriller,Escobar: Paradise Lost 
5.5,273420,17000000,160,173,238,0,Richard Kelly,Comedy|Mystery|Sci-Fi|Thriller,Southland Tales 
4.1,4930798,17000000,83,145,108,0,Todd Lincoln,Horror|Thriller,The Apparition 
6.8,59847242,16500000,102,31,115,0,Howard Zieff,Comedy|Drama|Family|Romance,My Girl 
6.5,220914,16800000,122,105,97,0,Steven Shainberg,Biography|Drama|Romance,Fur: An Imaginary Portrait of Diane Arbus 
7.6,39825798,16000000,110,236,645,15000,Neil Burger,Drama|Mystery|Romance|Thriller,The Illusionist 
7.4,43848100,15000000,126,114,219,0,Oliver Stone,Crime|Drama,Wall Street 
7.7,42700000,16500000,136,69,196,0,Ang Lee,Drama|Romance,Sense and Sensibility 
7.1,18663911,16500000,120,150,151,0,Julian Jarrold,Biography|Drama|Romance,Becoming Jane 
6.3,11702090,16500000,108,72,50,0,Joe Nussbaum,Comedy|Romance,Sydney White 
7.6,13005485,15000000,126,158,469,0,Vadim Perelman,Drama,House of Sand and Fog 
8.0,95860116,16400000,128,96,491,23000,Peter Weir,Comedy|Drama,Dead Poets Society 
7.3,127175354,16000000,113,84,438,0,Peter Farrelly,Comedy,Dumb & Dumber 
7.6,92823600,16000000,89,114,273,0,Rob Reiner,Comedy|Drama|Romance,When Harry Met Sally... 
7.8,54000000,16000000,129,79,154,0,Sidney Lumet,Drama,The Verdict 
6.5,68525609,15600000,94,103,302,0,Todd Phillips,Comedy,Road Trip 
6.4,52885587,16000000,106,67,267,0,Brian Robbins,Comedy|Drama|Romance|Sport,Varsity Blues 
8.0,44667095,15000000,100,576,583,30000,Michel Hazanavicius,Comedy|Drama|Romance,The Artist 
4.8,42638165,16000000,89,178,230,0,David S. Goyer,Drama|Fantasy|Horror|Mystery|Thriller,The Unborn 
7.8,45507053,16000000,94,487,377,71000,Wes Anderson,Adventure|Comedy|Drama|Romance,Moonrise Kingdom 
5.9,39511038,16000000,83,196,366,0,Jonathan Liebesman,Horror,The Texas Chainsaw Massacre: The Beginning 
5.4,6462576,18500000,111,24,30,0,Cyrus Nowrasteh,Drama,The Young Messiah 
3.3,40363530,16000000,80,56,307,1000,Perry Andelin Blake,Comedy|Family,The Master of Disguise 
8.2,37623143,13500000,112,406,1083,27000,Guillermo del Toro,Drama|Fantasy|War,Pan's Labyrinth 
5.4,33357476,35000000,94,51,53,393,John Whitesell,Action|Comedy|Crime|Family,See Spot Run 
6.4,28734552,16000000,130,41,81,1000,John Singleton,Crime|Drama|Romance|Thriller,Baby Boy 
4.8,37300107,16000000,91,138,115,0,Christian E. Christiansen,Drama|Horror|Thriller,The Roommate 
5.9,27087695,17700000,91,78,205,0,Dennie Gordon,Adventure|Comedy|Drama,Joe Dirt 
5.5,30102717,15000000,110,40,72,0,Sheldon Lettich,Action|Crime,Double Impact 
7.9,23618786,8000000,121,285,687,17000,Edgar Wright,Action|Comedy|Mystery,Hot Fuzz 
4.9,26896744,16500000,114,124,125,0,Diane English,Comedy|Drama,The Women 
7.2,23213577,15500000,96,275,365,14000,Woody Allen,Drama|Romance,Vicky Cristina Barcelona 
6.7,55461307,20000000,100,81,46,18000,Jon Lucas,Comedy,Bad Moms 
5.3,20627372,16000000,94,67,134,487,Robert Iscove,Comedy|Drama|Romance,Boys and Girls 
7.2,16346122,16000000,109,103,171,0,Peter Kosminsky,Drama,White Oleander 
5.1,16204793,16000000,107,300,294,6000,Karyn Kusama,Comedy|Fantasy|Horror,Jennifer's Body 
5.6,15427192,16000000,96,84,148,492,Nick Gomez,Comedy|Crime|Mystery,Drowning Mona 
7.6,14792779,16000000,88,64,91,0,Woody Allen,Comedy,Radio Days 
3.1,13998282,16000000,110,169,374,31000,Vic Armstrong,Action|Drama|Fantasy|Mystery|Thriller,Left Behind 
7.2,19057024,16000000,113,158,361,24000,Allen Coulter,Drama|Romance,Remember Me 
5.7,14108518,16000000,101,46,95,371,Clare Kilner,Comedy|Drama|Romance,How to Deal 
5.2,13854000,20000000,105,15,55,818,Richard Benjamin,Comedy|Romance|Sci-Fi,My Stepmother Is an Alien 
7.7,77324422,26000000,125,68,261,0,Jonathan Demme,Drama,Philadelphia 
7.0,15500000,16000000,100,111,302,0,Josef Rusnak,Mystery|Sci-Fi|Thriller,The Thirteenth Floor 
6.0,4734235,15000000,112,65,123,573,Bruce Paltrow,Comedy|Drama|Music,Duets 
6.6,4839383,16000000,112,109,148,762,Woody Allen,Comedy|Romance,Hollywood Ending 
6.8,4193025,15000000,95,42,194,0,Adam Rifkin,Comedy|Music,Detroit Rock City 
7.2,5900000,16000000,110,112,316,0,Russell Mulcahy,Action|Adventure|Fantasy,Highlander 
7.2,2849142,16000000,118,146,88,0,Susanne Bier,Drama,Things We Lost in the Fire 
2.8,1686429,16000000,97,36,62,0,Kenneth Johnson,Action|Crime|Sci-Fi,Steel 
6.6,1984743,16000000,120,230,70,0,James Gray,Drama|Romance,The Immigrant 
6.7,1666262,16000000,135,64,78,356,James Ivory,Drama|History|Romance|War,The White Countess 
7.0,2319187,20000000,101,393,212,23000,Danny Boyle,Crime|Drama|Mystery|Thriller,Trance 
4.4,13922211,16000000,92,75,150,0,Jessy Terrero,Comedy,Soul Plane 
6.2,23091,15000000,92,67,42,921,Vicente Amorim,Drama|Romance|War,Good 
7.3,336467,13000000,161,216,192,23000,Gaspar Noé,Drama|Fantasy,Enter the Void 
5.1,2964,16000000,92,54,42,0,Amy Heckerling,Comedy|Horror|Romance,Vamps 
6.6,2428883,16000000,122,208,132,0,Tommy Lee Jones,Drama|Western,The Homesman 
4.5,13571817,15600000,91,32,40,939,Jesse Vaughan,Comedy|Drama|Romance|Sport,Juwanna Mann 
5.9,1181197,15500000,93,40,24,191,Wayne Beach,Drama|Mystery|Thriller,Slow Burn 
6.6,81525,15300000,94,40,91,0,Gérard Krawczyk,Action|Comedy|Crime|Drama|Thriller,Wasabi 
6.5,7774730,15500000,95,251,352,0,James Gunn,Comedy|Horror|Sci-Fi,Slither 
7.3,234760500,14000000,105,94,175,0,Martin Brest,Action|Comedy|Crime,Beverly Hills Cop 
7.5,285761243,18000000,103,102,305,20000,Chris Columbus,Comedy|Family,Home Alone 
5.9,167780960,11000000,102,21,42,3000,Leonard Nimoy,Comedy|Drama|Family,3 Men and a Baby
7.4,177200000,22000000,116,94,194,0,Sydney Pollack,Comedy|Drama|Romance,Tootsie 
6.9,176781728,15000000,110,173,388,19000,Tony Scott,Action|Drama|Romance,Top Gun 
7.9,128067808,15000000,120,287,1641,0,Ang Lee,Action|Drama|Romance,"Crouching Tiger, Hidden Dragon "
8.4,130058047,15000000,122,176,2715,22000,Sam Mendes,Drama,American Beauty 
8.0,138795342,15000000,118,479,636,64000,Tom Hooper,Biography|Drama|History|Romance,The King's Speech 
6.0,111936400,15000000,107,27,79,0,Ivan Reitman,Comedy|Crime,Twins 
6.8,317040,15500000,102,60,36,1000,Udayan Prasad,Drama|Romance,The Yellow Handkerchief 
7.8,94175854,15000000,154,70,199,6000,Steven Spielberg,Drama,The Color Purple 
8.1,91121452,14000000,114,454,608,165000,Morten Tyldum,Biography|Drama|Thriller|War,The Imitation Game 
6.1,69800000,10000000,109,25,60,855,Howard Zieff,Comedy|War,Private Benjamin 
6.2,64001297,15000000,94,111,103,0,Thor Freudenthal,Comedy|Family,Diary of a Wimpy Kid 
6.2,71588220,20000000,100,393,304,57000,Andrés Muschietti,Fantasy|Horror,Mama 
7.9,47000000,300000,101,318,1191,12000,John Carpenter,Horror|Thriller,Halloween 
7.4,61400000,15000000,98,55,183,0,Harold Ramis,Adventure|Comedy,National Lampoon's Vacation 
6.6,101978840,15000000,102,157,162,26000,Jeff Tremaine,Comedy,Bad Grandpa 
7.3,56437947,9800000,94,280,421,0,Stephen Frears,Biography|Drama,The Queen 
7.5,73326666,15000000,92,109,306,15000,Tim Burton,Comedy|Fantasy,Beetlejuice 
5.6,55184721,15000000,113,41,100,1000,Tyler Perry,Comedy|Drama,Why Did I Get Married? 
