"CountryCode","SeriesCode","DESCRIPTION",
"BHS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BHS","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BHS","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BIH","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BIH","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BIH","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BIH","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BIH","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BIH","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BIH","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BIH","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BIH","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BIH","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BIH","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BLR","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"BLR","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"BLR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BLR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BLR","SP.DYN.CDRT.IN","Data source: Eurostat, TransMONEE, United Nations World Population Prospects",
"BLR","SP.DYN.CBRT.IN","Data source: Eurostat, TransMONEE, United Nations World Population Prospects",
"BLR","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistical Committee of the Republic of Belarus, United Nations World Population Prospects",
"BLR","SP.POP.GROW","Data source: National Statistical Committee of the Republic of Belarus, Eurostat",
"BLR","SP.DYN.LE00.MA.IN","Data source: National Statistical Committee of the Republic of Belarus; United Nations World Population Prospects",
"BLR","SP.DYN.LE00.FE.IN","Data source: National Statistical Committee of the Republic of Belarus; United Nations World Population Prospects",
"BLR","SP.POP.TOTL","Data source: National Statistical Committee of the Republic of Belarus, Eurostat",
"BLZ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BLZ","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BLZ","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BLZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BMU","SP.DYN.CDRT.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.TFRT.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.CBRT.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.LE00.FE.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.LE00.MA.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.POP.GROW","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BMU","SP.POP.TOTL","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BOL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BOL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BOL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BOL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BOL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BOL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BOL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BOL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BOL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BOL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BOL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRB","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BTN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BTN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BTN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BWA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BWA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CAF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CAF","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CAF","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CAN","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CAN","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CAN","SP.DYN.CDRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","SP.DYN.CBRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","SP.POP.GROW","Data source: Statistics Canada",
"CAN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CAN","SP.DYN.LE00.FE.IN","Data source: Statistics Canada",
"CAN","SP.DYN.LE00.MA.IN","Data source: Statistics Canada",
"CAN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CAN","SP.DYN.TFRT.IN","Data source: Statistics Canada, United Nations World Population Prospects",
"CAN","SP.POP.TOTL","Data source: Statistics Canada",
"CHE","SP.POP.TOTL","Data source: Eurostat",
"CHE","SP.DYN.CDRT.IN","Data source: Eurostat",
"CHE","SP.DYN.CBRT.IN","Data source: Eurostat",
"CHE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","SP.DYN.TFRT.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","SP.POP.GROW","Data source: Eurostat",
"CHE","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CHE","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CHE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CHI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CHI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CHI","SP.POP.AG24.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG05.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG02.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG04.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG00.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG20.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG08.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG13.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG02.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG09.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG13.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG10.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG14.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.BRTH.MF","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG01.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG03.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG21.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG21.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG23.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG05.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG08.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG22.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.TO65.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG19.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG24.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG22.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG09.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG11.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.TO65.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG07.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG06.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG20.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG06.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG17.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG23.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG18.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG25.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG16.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG07.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG15.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG04.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG00.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG12.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG11.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG17.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG01.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG19.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG10.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG18.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG25.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG12.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG14.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG15.FE.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG03.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.ADO.TFRT","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.AG16.MA.IN","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
